Covid;date;specie;euros;kgs
Reference No;09/01/2017;PIL-SARDINA;37655,47;15055,34
Reference No;10/01/2017;PIL-SARDINA;41208,45;29884,03
Reference No;11/01/2017;ANE-BOQUERON;22767,86;4288,6
Reference No;11/01/2017;PIL-SARDINA;13636,23;7347,15
Reference No;12/01/2017;ANE-BOQUERON;51289,61;10756,45
Reference No;12/01/2017;PIL-SARDINA;2415,19;1624,13
Reference No;13/01/2017;ANE-BOQUERON;12302,59;2781,2
Reference No;13/01/2017;PIL-SARDINA;8049,8;3443,09
Reference No;16/01/2017;ANE-BOQUERON;6016,93;1199,81
Reference No;16/01/2017;PIL-SARDINA;56907,95;38880,59
Reference No;17/01/2017;ANE-BOQUERON;6150,15;1297,5
Reference No;17/01/2017;PIL-SARDINA;47267,78;17955,61
Reference No;18/01/2017;ANE-BOQUERON;13151,73;2949,52
Reference No;18/01/2017;PIL-SARDINA;40379,92;15073,27
Reference No;20/01/2017;ANE-BOQUERON;121,73;21,11
Reference No;20/01/2017;PIL-SARDINA;35468,93;15471
Reference No;23/01/2017;ANE-BOQUERON;4099,21;701,92
Reference No;23/01/2017;PIL-SARDINA;13969,82;3694,23
Reference No;24/01/2017;ANE-BOQUERON;16530,24;3603,35
Reference No;24/01/2017;PIL-SARDINA;38228,77;17503,45
Reference No;25/01/2017;ANE-BOQUERON;39243,86;5826,98
Reference No;25/01/2017;PIL-SARDINA;21762,61;9398,68
Reference No;26/01/2017;ANE-BOQUERON;1470,24;233,58
Reference No;26/01/2017;PIL-SARDINA;32812,16;16042,76
Reference No;30/01/2017;ANE-BOQUERON;8002,28;1041,21
Reference No;30/01/2017;PIL-SARDINA;9976,12;3501,61
Reference No;31/01/2017;ANE-BOQUERON;14320,37;1927,73
Reference No;31/01/2017;PIL-SARDINA;37938,94;24623,89
Reference No;01/02/2017;ANE-BOQUERON;3376,16;708
Reference No;02/02/2017;ANE-BOQUERON;6719,79;821,97
Reference No;03/02/2017;ANE-BOQUERON;7918,09;1081,02
Reference No;06/02/2017;ANE-BOQUERON;182273,15;43998,8
Reference No;07/02/2017;ANE-BOQUERON;170719,26;74253,97
Reference No;08/02/2017;ANE-BOQUERON;88338,81;23100,58
Reference No;09/02/2017;ANE-BOQUERON;98988,09;17820,91
Reference No;10/02/2017;ANE-BOQUERON;24866,05;11484,51
Reference No;14/02/2017;ANE-BOQUERON;65018,14;28953,68
Reference No;15/02/2017;ANE-BOQUERON;44785,35;18326,54
Reference No;17/02/2017;ANE-BOQUERON;25884,98;20204,46
Reference No;20/02/2017;ANE-BOQUERON;6873,51;1649,7
Reference No;21/02/2017;ANE-BOQUERON;2983,36;2219,2
Reference No;22/02/2017;ANE-BOQUERON;1812,61;1262,41
Reference No;23/02/2017;ANE-BOQUERON;55089,92;74254,82
Reference No;24/02/2017;ANE-BOQUERON;40023,65;23774,63
Reference No;27/02/2017;ANE-BOQUERON;15702,8;16416,3
Reference No;28/02/2017;ANE-BOQUERON;52549,36;13337,74
Reference No;01/03/2017;ANE-BOQUERON;51838,48;32185,25
Reference No;01/03/2017;PIL-SARDINA;81892,62;58156,78
Reference No;02/03/2017;ANE-BOQUERON;79676,54;47291,79
Reference No;02/03/2017;PIL-SARDINA;50873,35;65461,38
Reference No;03/03/2017;ANE-BOQUERON;77274,94;56221,81
Reference No;03/03/2017;PIL-SARDINA;29830,36;26580,99
Reference No;06/03/2017;ANE-BOQUERON;53226,96;23711,56
Reference No;06/03/2017;PIL-SARDINA;85267,09;52151,76
Reference No;07/03/2017;ANE-BOQUERON;34727,96;12996,74
Reference No;07/03/2017;PIL-SARDINA;71994,59;53064,09
Reference No;08/03/2017;ANE-BOQUERON;63520,91;25651,82
Reference No;08/03/2017;PIL-SARDINA;37989,51;51660,1
Reference No;09/03/2017;ANE-BOQUERON;30833,67;7683,36
Reference No;09/03/2017;PIL-SARDINA;41360,34;48464,49
Reference No;10/03/2017;ANE-BOQUERON;28720,16;22046,04
Reference No;10/03/2017;PIL-SARDINA;25979,72;29713,55
Reference No;13/03/2017;ANE-BOQUERON;49,85;21,12
Reference No;14/03/2017;ANE-BOQUERON;93,41;91,26
Reference No;14/03/2017;PIL-SARDINA;52010,01;25862,52
Reference No;15/03/2017;PIL-SARDINA;29058,01;19200,12
Reference No;16/03/2017;ANE-BOQUERON;210,07;46,27
Reference No;16/03/2017;PIL-SARDINA;20111,51;8194,2
Reference No;17/03/2017;ANE-BOQUERON;239,36;54,4
Reference No;17/03/2017;PIL-SARDINA;30189,53;18931,55
Reference No;20/03/2017;ANE-BOQUERON;43449,12;31738,79
Reference No;20/03/2017;PIL-SARDINA;64081,55;27498,69
Reference No;21/03/2017;ANE-BOQUERON;27980,86;13344,71
Reference No;21/03/2017;PIL-SARDINA;46585,14;32508,88
Reference No;22/03/2017;ANE-BOQUERON;4757,24;1291,01
Reference No;22/03/2017;PIL-SARDINA;31248,72;20802,32
Reference No;23/03/2017;ANE-BOQUERON;10606,23;1752,17
Reference No;23/03/2017;PIL-SARDINA;38278,5;28212,73
Reference No;24/03/2017;ANE-BOQUERON;56794,55;25235,28
Reference No;24/03/2017;PIL-SARDINA;22130,92;22901,73
Reference No;28/03/2017;ANE-BOQUERON;14449,03;4998,89
Reference No;28/03/2017;PIL-SARDINA;79263,27;86258,59
Reference No;29/03/2017;ANE-BOQUERON;22604,48;31813,37
Reference No;29/03/2017;PIL-SARDINA;36463,05;43842,93
Reference No;30/03/2017;ANE-BOQUERON;19541,06;14244,54
Reference No;30/03/2017;PIL-SARDINA;19582,72;16688,83
Reference No;31/03/2017;ANE-BOQUERON;32024,42;18818,47
Reference No;31/03/2017;PIL-SARDINA;4046,74;2220,96
Reference No;03/04/2017;ANE-BOQUERON;60339,01;40071,8
Reference No;03/04/2017;PIL-SARDINA;53711,98;29404,22
Reference No;04/04/2017;ANE-BOQUERON;17016,5;13834,58
Reference No;04/04/2017;PIL-SARDINA;37810,58;31766,89
Reference No;05/04/2017;ANE-BOQUERON;34881,71;32851,38
Reference No;05/04/2017;PIL-SARDINA;25910,98;17696,62
Reference No;06/04/2017;ANE-BOQUERON;12840,35;3284,58
Reference No;06/04/2017;PIL-SARDINA;33591,15;27418,59
Reference No;07/04/2017;ANE-BOQUERON;15466,85;3832,47
Reference No;07/04/2017;PIL-SARDINA;16775,36;12437,12
Reference No;10/04/2017;ANE-BOQUERON;35,07;8,66
Reference No;10/04/2017;PIL-SARDINA;38839,2;8042,71
Reference No;11/04/2017;ANE-BOQUERON;48291,69;14489,94
Reference No;11/04/2017;PIL-SARDINA;50387,24;28398,98
Reference No;12/04/2017;ANE-BOQUERON;26133,47;9587,23
Reference No;12/04/2017;PIL-SARDINA;24715,49;11746,71
Reference No;14/04/2017;ANE-BOQUERON;59463,55;22475
Reference No;17/04/2017;ANE-BOQUERON;101494,01;37291,44
Reference No;17/04/2017;PIL-SARDINA;39677,28;12408,71
Reference No;18/04/2017;ANE-BOQUERON;103799,49;59268,67
Reference No;18/04/2017;PIL-SARDINA;39572,97;27273,26
Reference No;19/04/2017;ANE-BOQUERON;51444,59;47128,47
Reference No;19/04/2017;PIL-SARDINA;9453,26;10098,04
Reference No;20/04/2017;ANE-BOQUERON;5385,68;3837,74
Reference No;20/04/2017;PIL-SARDINA;131,33;247,8
Reference No;24/04/2017;ANE-BOQUERON;122733,21;60108,98
Reference No;24/04/2017;PIL-SARDINA;34615,33;25938,25
Reference No;25/04/2017;ANE-BOQUERON;160226,52;98829,88
Reference No;25/04/2017;PIL-SARDINA;16836,72;19813,23
Reference No;26/04/2017;ANE-BOQUERON;87134,81;44514,06
Reference No;26/04/2017;PIL-SARDINA;18053;14455,42
Reference No;27/04/2017;ANE-BOQUERON;134946,99;56643,82
Reference No;27/04/2017;PIL-SARDINA;38335,11;34315,87
Reference No;28/04/2017;ANE-BOQUERON;67745,55;47369,08
Reference No;28/04/2017;PIL-SARDINA;42549,8;29403,59
Reference No;01/05/2017;ANE-BOQUERON;84031,82;15593,14
Reference No;01/05/2017;PIL-SARDINA;32418,55;8683,4
Reference No;02/05/2017;ANE-BOQUERON;94172,22;98083,87
Reference No;02/05/2017;PIL-SARDINA;14234,5;16282,79
Reference No;03/05/2017;ANE-BOQUERON;39361,5;25978,99
Reference No;03/05/2017;PIL-SARDINA;8925,6;6276,38
Reference No;04/05/2017;ANE-BOQUERON;36105,01;15559,8
Reference No;04/05/2017;PIL-SARDINA;7198,07;6080,14
Reference No;05/05/2017;ANE-BOQUERON;41693,7;14836,31
Reference No;05/05/2017;PIL-SARDINA;26942,8;10379,37
Reference No;08/05/2017;ANE-BOQUERON;92961,28;37999,26
Reference No;08/05/2017;PIL-SARDINA;30880,13;18503,35
Reference No;09/05/2017;ANE-BOQUERON;75736,54;57248,59
Reference No;09/05/2017;PIL-SARDINA;15706,65;16932,74
Reference No;10/05/2017;ANE-BOQUERON;71186,04;31157,43
Reference No;10/05/2017;PIL-SARDINA;20535,04;17473,59
Reference No;15/05/2017;ANE-BOQUERON;86946,9;43173,27
Reference No;15/05/2017;PIL-SARDINA;13068,23;7164,82
Reference No;16/05/2017;ANE-BOQUERON;62681,53;66037,96
Reference No;16/05/2017;PIL-SARDINA;14159,89;13321,9
Reference No;17/05/2017;ANE-BOQUERON;62259,07;63659,2
Reference No;17/05/2017;PIL-SARDINA;9082,66;9645,81
Reference No;18/05/2017;ANE-BOQUERON;76097,46;55570,69
Reference No;18/05/2017;PIL-SARDINA;14677,96;13388,87
Reference No;19/05/2017;ANE-BOQUERON;57028,47;16469,52
Reference No;19/05/2017;PIL-SARDINA;13298,05;9441,5
Reference No;22/05/2017;ANE-BOQUERON;28967,93;5402,45
Reference No;22/05/2017;PIL-SARDINA;20987,17;13608,02
Reference No;23/05/2017;ANE-BOQUERON;131080,18;94279,25
Reference No;23/05/2017;PIL-SARDINA;35489,38;37320,6
Reference No;24/05/2017;ANE-BOQUERON;8144,26;4336,7
Reference No;24/05/2017;PIL-SARDINA;2372,29;2154,66
Reference No;25/05/2017;ANE-BOQUERON;40226,34;16006,85
Reference No;25/05/2017;PIL-SARDINA;7758,72;4376,93
Reference No;26/05/2017;ANE-BOQUERON;58615,39;51707,23
Reference No;26/05/2017;PIL-SARDINA;28878,15;27489,75
Reference No;29/05/2017;ANE-BOQUERON;68688,01;47474,74
Reference No;29/05/2017;PIL-SARDINA;22737,62;14368,68
Reference No;30/05/2017;ANE-BOQUERON;35123,42;16721,44
Reference No;30/05/2017;PIL-SARDINA;16877,46;11318,94
Reference No;31/05/2017;ANE-BOQUERON;32092,02;11989,66
Reference No;31/05/2017;PIL-SARDINA;28083,04;20548,39
Reference No;01/06/2017;ANE-BOQUERON;61200,07;45619,87
Reference No;01/06/2017;PIL-SARDINA;29470,07;24231,55
Reference No;02/06/2017;ANE-BOQUERON;53150,24;44802,15
Reference No;02/06/2017;PIL-SARDINA;27604,33;20028,64
Reference No;05/06/2017;ANE-BOQUERON;42194,84;9452,78
Reference No;05/06/2017;PIL-SARDINA;52205,82;19015,18
Reference No;06/06/2017;ANE-BOQUERON;25808,5;14742,08
Reference No;06/06/2017;PIL-SARDINA;45605,91;31436,14
Reference No;07/06/2017;ANE-BOQUERON;26992,32;11808,1
Reference No;07/06/2017;PIL-SARDINA;63607,41;33745,92
Reference No;08/06/2017;ANE-BOQUERON;19823,09;8503,09
Reference No;08/06/2017;PIL-SARDINA;16950,84;8939,9
Reference No;09/06/2017;ANE-BOQUERON;30223,02;9787,19
Reference No;09/06/2017;PIL-SARDINA;51436,5;17130,45
Reference No;12/06/2017;ANE-BOQUERON;57730,09;22910,24
Reference No;12/06/2017;PIL-SARDINA;41493,73;14333,74
Reference No;13/06/2017;ANE-BOQUERON;276,87;79,56
Reference No;13/06/2017;PIL-SARDINA;40,72;20,16
Reference No;14/06/2017;ANE-BOQUERON;39890,81;31105,57
Reference No;14/06/2017;PIL-SARDINA;36517,21;35947,36
Reference No;15/06/2017;ANE-BOQUERON;45542,15;43894,33
Reference No;15/06/2017;PIL-SARDINA;39866,26;21493,41
Reference No;16/06/2017;ANE-BOQUERON;52489,29;53378,6
Reference No;16/06/2017;PIL-SARDINA;57834,03;27953,57
Reference No;19/06/2017;ANE-BOQUERON;25014,53;17417,49
Reference No;19/06/2017;PIL-SARDINA;52775,58;26162,29
Reference No;20/06/2017;ANE-BOQUERON;19312,08;9849,91
Reference No;20/06/2017;PIL-SARDINA;16644,26;8019,58
Reference No;21/06/2017;ANE-BOQUERON;25911,89;15227,35
Reference No;21/06/2017;PIL-SARDINA;26539,87;12520,86
Reference No;22/06/2017;ANE-BOQUERON;68243,32;32254,82
Reference No;22/06/2017;PIL-SARDINA;126228,74;48139,83
Reference No;23/06/2017;ANE-BOQUERON;64317,77;36384,97
Reference No;23/06/2017;PIL-SARDINA;53839,41;49588,23
Reference No;26/06/2017;ANE-BOQUERON;111122,82;39111,54
Reference No;26/06/2017;PIL-SARDINA;66608,86;30398,62
Reference No;27/06/2017;ANE-BOQUERON;60444,87;34717,37
Reference No;27/06/2017;PIL-SARDINA;4313,29;2159,12
Reference No;28/06/2017;ANE-BOQUERON;23823,53;4372,06
Reference No;28/06/2017;PIL-SARDINA;7499,96;3376,87
Reference No;29/06/2017;ANE-BOQUERON;58442,07;9060,61
Reference No;29/06/2017;PIL-SARDINA;5817,58;2248,46
Reference No;30/06/2017;ANE-BOQUERON;5060,48;532,5
Reference No;30/06/2017;PIL-SARDINA;3099,44;774,86
Reference No;03/07/2017;ANE-BOQUERON;24189,39;11885,46
Reference No;03/07/2017;PIL-SARDINA;8341,44;3576,92
Reference No;04/07/2017;ANE-BOQUERON;10602,7;5308,98
Reference No;04/07/2017;PIL-SARDINA;712,09;426,4
Reference No;05/07/2017;ANE-BOQUERON;42832,45;9502,25
Reference No;05/07/2017;PIL-SARDINA;10742,29;7664,96
Reference No;06/07/2017;ANE-BOQUERON;128257,5;57642,99
Reference No;06/07/2017;PIL-SARDINA;2467,57;956,08
Reference No;07/07/2017;ANE-BOQUERON;19127,26;5002,97
Reference No;07/07/2017;PIL-SARDINA;37671,89;13153,69
Reference No;10/07/2017;ANE-BOQUERON;8293,77;1852,08
Reference No;10/07/2017;PIL-SARDINA;14054,77;3723,44
Reference No;11/07/2017;ANE-BOQUERON;33611,04;12092,84
Reference No;11/07/2017;PIL-SARDINA;5496,78;2072,14
Reference No;12/07/2017;ANE-BOQUERON;81417,07;42729,17
Reference No;12/07/2017;PIL-SARDINA;8797,56;3729,6
Reference No;13/07/2017;ANE-BOQUERON;64748,74;52784,91
Reference No;13/07/2017;PIL-SARDINA;10809,75;3615,3
Reference No;14/07/2017;ANE-BOQUERON;58114,64;53233,98
Reference No;14/07/2017;PIL-SARDINA;12295,8;3657
Reference No;17/07/2017;ANE-BOQUERON;36240,55;10785,24
Reference No;17/07/2017;PIL-SARDINA;18809,7;3710
Reference No;18/07/2017;ANE-BOQUERON;78411,15;62649,18
Reference No;18/07/2017;PIL-SARDINA;37652,01;22335,33
Reference No;19/07/2017;ANE-BOQUERON;95850,39;53471,39
Reference No;19/07/2017;PIL-SARDINA;55013,24;28286,26
Reference No;20/07/2017;ANE-BOQUERON;147861,42;57879,05
Reference No;20/07/2017;PIL-SARDINA;41864,78;18311,76
Reference No;21/07/2017;ANE-BOQUERON;66381,37;22249,85
Reference No;21/07/2017;PIL-SARDINA;65421,79;16937,46
Reference No;24/07/2017;ANE-BOQUERON;96468,45;53057,87
Reference No;24/07/2017;PIL-SARDINA;85831,63;34432,92
Reference No;25/07/2017;ANE-BOQUERON;84082,75;40732,8
Reference No;25/07/2017;PIL-SARDINA;74002,87;43683,06
Reference No;26/07/2017;ANE-BOQUERON;133251,18;61788,6
Reference No;26/07/2017;PIL-SARDINA;45132,64;40252,21
Reference No;27/07/2017;ANE-BOQUERON;63344,71;54055,92
Reference No;27/07/2017;PIL-SARDINA;45022,11;38885,62
Reference No;28/07/2017;ANE-BOQUERON;50397,59;21251,99
Reference No;28/07/2017;PIL-SARDINA;61142,51;49219,16
Reference No;31/07/2017;ANE-BOQUERON;85472,23;26532,03
Reference No;31/07/2017;PIL-SARDINA;68964,03;30728,18
Reference No;01/08/2017;ANE-BOQUERON;105715,36;47958,77
Reference No;01/08/2017;PIL-SARDINA;43807,22;25142,19
Reference No;02/08/2017;ANE-BOQUERON;148638,23;68625,41
Reference No;02/08/2017;PIL-SARDINA;50145,24;31198,56
Reference No;03/08/2017;ANE-BOQUERON;83462,6;26228,17
Reference No;03/08/2017;PIL-SARDINA;67167,87;43544,34
Reference No;04/08/2017;ANE-BOQUERON;81998,82;29175,8
Reference No;04/08/2017;PIL-SARDINA;61481,16;31870,6
Reference No;07/08/2017;ANE-BOQUERON;20847,12;6496,34
Reference No;07/08/2017;PIL-SARDINA;120477,78;47356,81
Reference No;08/08/2017;ANE-BOQUERON;22201,49;7366,51
Reference No;08/08/2017;PIL-SARDINA;93014,86;45404,67
Reference No;09/08/2017;ANE-BOQUERON;51645,04;9181,65
Reference No;09/08/2017;PIL-SARDINA;110767,47;26498,68
Reference No;10/08/2017;ANE-BOQUERON;132015,52;31660,17
Reference No;10/08/2017;PIL-SARDINA;156350,4;40358,87
Reference No;11/08/2017;ANE-BOQUERON;136693,27;27665,28
Reference No;11/08/2017;PIL-SARDINA;176360;30890,93
Reference No;14/08/2017;ANE-BOQUERON;23511,21;7890,86
Reference No;14/08/2017;PIL-SARDINA;62814,28;38611,05
Reference No;15/08/2017;ANE-BOQUERON;166159,84;48590,92
Reference No;15/08/2017;PIL-SARDINA;79171,22;31587,88
Reference No;16/08/2017;ANE-BOQUERON;123976,09;37381,73
Reference No;16/08/2017;PIL-SARDINA;95014,54;35069,74
Reference No;17/08/2017;ANE-BOQUERON;88583,83;41103,64
Reference No;17/08/2017;PIL-SARDINA;82290,09;44190,18
Reference No;18/08/2017;ANE-BOQUERON;103254,27;44182,61
Reference No;18/08/2017;PIL-SARDINA;73888,48;55855,62
Reference No;21/08/2017;ANE-BOQUERON;17630,17;3915,58
Reference No;21/08/2017;PIL-SARDINA;91275,6;39460,63
Reference No;22/08/2017;ANE-BOQUERON;108654,52;43415,44
Reference No;22/08/2017;PIL-SARDINA;58668,1;45525,72
Reference No;23/08/2017;ANE-BOQUERON;33820,21;12804,27
Reference No;23/08/2017;PIL-SARDINA;51479,72;33084,1
Reference No;24/08/2017;ANE-BOQUERON;55498,46;16633,18
Reference No;24/08/2017;PIL-SARDINA;66156,13;36749,1
Reference No;25/08/2017;ANE-BOQUERON;55886,12;24605,03
Reference No;25/08/2017;PIL-SARDINA;73283,32;38770,12
Reference No;28/08/2017;ANE-BOQUERON;67170,91;23261,97
Reference No;28/08/2017;PIL-SARDINA;74483,33;31368,18
Reference No;29/08/2017;ANE-BOQUERON;96577,44;48254,47
Reference No;29/08/2017;PIL-SARDINA;72297,34;39209,96
Reference No;30/08/2017;ANE-BOQUERON;102760,71;43957,61
Reference No;30/08/2017;PIL-SARDINA;67914,5;45584,47
Reference No;31/08/2017;ANE-BOQUERON;114329,2;49085,78
Reference No;31/08/2017;PIL-SARDINA;65236,9;43166,73
Reference No;01/09/2017;ANE-BOQUERON;61756,33;20485,81
Reference No;01/09/2017;PIL-SARDINA;48333,17;28579,99
Reference No;04/09/2017;ANE-BOQUERON;21684,38;10353,55
Reference No;04/09/2017;PIL-SARDINA;17544,69;7681,73
Reference No;05/09/2017;ANE-BOQUERON;701,79;162,05
Reference No;05/09/2017;PIL-SARDINA;11712,83;10594,22
Reference No;06/09/2017;ANE-BOQUERON;685,24;213,84
Reference No;06/09/2017;PIL-SARDINA;9768,57;5715,64
Reference No;07/09/2017;PIL-SARDINA;10592,39;4477,13
Reference No;08/09/2017;ANE-BOQUERON;2011,94;454,09
Reference No;08/09/2017;PIL-SARDINA;13882,61;3953,6
Reference No;11/09/2017;PIL-SARDINA;7097,98;1986,48
Reference No;12/09/2017;ANE-BOQUERON;1723,92;451,46
Reference No;12/09/2017;PIL-SARDINA;26014,95;11516,08
Reference No;13/09/2017;ANE-BOQUERON;23467,27;8484,78
Reference No;13/09/2017;PIL-SARDINA;7659,03;2889,35
Reference No;14/09/2017;ANE-BOQUERON;43787,57;12166,19
Reference No;14/09/2017;PIL-SARDINA;9354,25;2790,3
Reference No;15/09/2017;ANE-BOQUERON;43627,29;8026,26
Reference No;15/09/2017;PIL-SARDINA;17727,79;5694,23
Reference No;18/09/2017;ANE-BOQUERON;2288,81;559,97
Reference No;18/09/2017;PIL-SARDINA;17671,43;5154,14
Reference No;19/09/2017;ANE-BOQUERON;63457,32;27590,08
Reference No;19/09/2017;PIL-SARDINA;10872,06;4526,01
Reference No;20/09/2017;ANE-BOQUERON;67771,41;30759,57
Reference No;20/09/2017;PIL-SARDINA;12323,99;6116,09
Reference No;21/09/2017;ANE-BOQUERON;85306,81;47885,87
Reference No;21/09/2017;PIL-SARDINA;16141,14;9274,49
Reference No;22/09/2017;ANE-BOQUERON;43212,88;34434,3
Reference No;22/09/2017;PIL-SARDINA;11686,82;5431,97
Reference No;25/09/2017;ANE-BOQUERON;42484,36;12926,67
Reference No;25/09/2017;PIL-SARDINA;9275,7;3710
Reference No;26/09/2017;ANE-BOQUERON;67244,46;34184,01
Reference No;26/09/2017;PIL-SARDINA;8992,86;4230,47
Reference No;27/09/2017;ANE-BOQUERON;50111,15;42946,11
Reference No;27/09/2017;PIL-SARDINA;8629,52;3667,6
Reference No;28/09/2017;ANE-BOQUERON;70592,79;44954,12
Reference No;28/09/2017;PIL-SARDINA;9218,98;3672,9
Reference No;29/09/2017;ANE-BOQUERON;25389,36;12767,96
Reference No;29/09/2017;PIL-SARDINA;8262,31;3588,1
Reference No;02/10/2017;ANE-BOQUERON;23749,78;10409,68
Reference No;02/10/2017;PIL-SARDINA;3887,75;1403,52
Reference No;03/10/2017;PIL-SARDINA;2229,5;701,1
Reference No;06/10/2017;ANE-BOQUERON;5246,38;1219,9
Reference No;09/10/2017;ANE-BOQUERON;7495,53;1594,81
Reference No;09/10/2017;PIL-SARDINA;2648,25;597,8
Reference No;10/10/2017;ANE-BOQUERON;32603,41;22071,92
Reference No;10/10/2017;PIL-SARDINA;7921,68;3915,96
Reference No;11/10/2017;ANE-BOQUERON;4066,31;1818,01
Reference No;12/10/2017;ANE-BOQUERON;26779,75;11448,31
Reference No;13/10/2017;ANE-BOQUERON;45782,64;24641,58
Reference No;13/10/2017;PIL-SARDINA;8975,51;3699,4
Reference No;18/10/2017;ANE-BOQUERON;8043,26;5268,72
Reference No;20/10/2017;ANE-BOQUERON;13287,55;7654,97
Reference No;20/10/2017;PIL-SARDINA;5608,59;3563,8
Reference No;23/10/2017;ANE-BOQUERON;12266,48;5914,57
Reference No;23/10/2017;PIL-SARDINA;9225,39;3646,4
Reference No;24/10/2017;PIL-SARDINA;7720,04;3704,7
Reference No;26/10/2017;ANE-BOQUERON;4028,85;1715
Reference No;27/10/2017;ANE-BOQUERON;9018,14;5044,5
Reference No;30/10/2017;ANE-BOQUERON;25331,67;12938,97
Reference No;31/10/2017;ANE-BOQUERON;3136,15;1759
Reference No;03/11/2017;ANE-BOQUERON;2584,05;1632,58
Reference No;08/11/2017;ANE-BOQUERON;7457,58;3183
Reference No;13/11/2017;ANE-BOQUERON;2088,18;569
Reference No;14/11/2017;ANE-BOQUERON;5054,74;985,8
Reference No;15/11/2017;ANE-BOQUERON;1987,79;1007
Reference No;16/11/2017;ANE-BOQUERON;3504,73;2009,84
Reference No;17/11/2017;ANE-BOQUERON;8545,72;7358,84
Reference No;20/11/2017;ANE-BOQUERON;9448,26;4258,45
Reference No;21/11/2017;ANE-BOQUERON;16993,21;16656,58
Reference No;22/11/2017;ANE-BOQUERON;8228,1;6770,5
Reference No;23/11/2017;ANE-BOQUERON;10931,76;4688,97
Reference No;24/11/2017;ANE-BOQUERON;4374,45;1619,22
Reference No;27/11/2017;ANE-BOQUERON;17912,58;4775,38
Reference No;28/11/2017;ANE-BOQUERON;765,03;458,1
Reference No;02/01/2019;BON-BONITO O BONITO DEL SUR;79,85;25,88
Reference No;02/01/2019;CET-ACEDIA;5362,7;474,76
Reference No;02/01/2019;DPS-GAMBA;78298,97;10475,65
Reference No;02/01/2019;FOR-BROTOLA DE ROCA;1123,44;173,65
Reference No;02/01/2019;FRZ-MELVAS;13,04;7,3
Reference No;02/01/2019;HMM-JUREL BLANCO;603,67;537,55
Reference No;02/01/2019;HOM-JUREL;1756,42;1011,05
Reference No;02/01/2019;JAA-JUREL NEGRO;36,19;13,7
Reference No;02/01/2019;LTA-BACORETA;16,65;12,75
Reference No;02/01/2019;MGR-CORVINA;2235,25;604,65
Reference No;02/01/2019;NEP-CIGALA;6980,09;257,97
Reference No;02/01/2019;OCC-PULPO DE ROCA O PULPO ROQUERO;67225,44;12255,47
Reference No;02/01/2019;RSE-CABRACHO;271,56;14,15
Reference No;02/01/2019;SBR-BESUGO DE LA PINTA O VORAZ;5833,7;135,51
Reference No;02/01/2019;SWO-PEZ ESPADA O EMPERADOR;12040,5;1365
Reference No;02/01/2019;VMA-CABALLA DEL SUR O TONINO;90,19;53,99
Reference No;02/01/2019;WHB-BACALADILLA;2868,74;1342,99
Reference No;03/01/2019;BON-BONITO O BONITO DEL SUR;76,11;23,38
Reference No;03/01/2019;CET-ACEDIA;6585,89;641,66
Reference No;03/01/2019;DPS-GAMBA;79340,01;11699,66
Reference No;03/01/2019;FOR-BROTOLA DE ROCA;241,1;36,5
Reference No;03/01/2019;HMM-JUREL BLANCO;1060,29;1049,65
Reference No;03/01/2019;HMY-JURELA O JUREL DORADO;8,33;2,45
Reference No;03/01/2019;HOM-JUREL;1276,83;687,91
Reference No;03/01/2019;LTA-BACORETA;31,12;15,7
Reference No;03/01/2019;MAC-CABALLA;47,58;24,74
Reference No;03/01/2019;MGR-CORVINA;3648,99;569,89
Reference No;03/01/2019;NEP-CIGALA;6840,28;227,33
Reference No;03/01/2019;OCC-PULPO DE ROCA O PULPO ROQUERO;70247,95;12638,88
Reference No;03/01/2019;RSE-CABRACHO;92,54;4,73
Reference No;03/01/2019;SBR-BESUGO DE LA PINTA O VORAZ;563,04;15,39
Reference No;03/01/2019;WHB-BACALADILLA;2670,84;1150,89
Reference No;04/01/2019;BON-BONITO O BONITO DEL SUR;40,92;19
Reference No;04/01/2019;CET-ACEDIA;3504,89;335,05
Reference No;04/01/2019;DPS-GAMBA;59738,14;9590,52
Reference No;04/01/2019;FOR-BROTOLA DE ROCA;61,79;9,18
Reference No;04/01/2019;HMM-JUREL BLANCO;485,27;657,3
Reference No;04/01/2019;HMY-JURELA O JUREL DORADO;0,21;2,05
Reference No;04/01/2019;HOM-JUREL;1724,85;914,05
Reference No;04/01/2019;LTA-BACORETA;39,5;26
Reference No;04/01/2019;MAC-CABALLA;200,57;136,53
Reference No;04/01/2019;MGR-CORVINA;1922,06;470,18
Reference No;04/01/2019;NEP-CIGALA;946,85;41,88
Reference No;04/01/2019;OCC-PULPO DE ROCA O PULPO ROQUERO;83751,16;15068,3
Reference No;04/01/2019;WHB-BACALADILLA;1739,12;899,22
Reference No;05/01/2019;CET-ACEDIA;64,35;7,72
Reference No;05/01/2019;DPS-GAMBA;6689,23;1047,18
Reference No;05/01/2019;HOM-JUREL;6,38;6,08
Reference No;05/01/2019;OCC-PULPO DE ROCA O PULPO ROQUERO;703,64;99,82
Reference No;05/01/2019;WHB-BACALADILLA;93,32;74,68
Reference No;07/01/2019;BON-BONITO O BONITO DEL SUR;16,6;9,5
Reference No;07/01/2019;CET-ACEDIA;2605,79;249,34
Reference No;07/01/2019;DPS-GAMBA;50151,17;8652,76
Reference No;07/01/2019;FOR-BROTOLA DE ROCA;146,54;19,6
Reference No;07/01/2019;HMM-JUREL BLANCO;947,88;936,7
