Covid;date;specie;euros;kgs
State of alarm 1;30/04/2020;NEP-CIGALA;4443,25;165,39
State of alarm 1;30/04/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;23340,76;5350,52
State of alarm 1;30/04/2020;RSE-CABRACHO;548,04;64,76
State of alarm 1;30/04/2020;SAA-ALACHA;1174,1;2845,7
State of alarm 1;30/04/2020;VMA-CABALLA DEL SUR O TONINO;29,08;92,6
State of alarm 1;30/04/2020;WHB-BACALADILLA;886,42;393,85
State of alarm 1;01/05/2020;ARA-GAMBA ROJA O RAYADO;3421,88;97,35
State of alarm 1;01/05/2020;BOG-BOGA;10,13;14,58
State of alarm 1;01/05/2020;BON-BONITO O BONITO DEL SUR;807,24;235,19
State of alarm 1;01/05/2020;DPS-GAMBA;2489,16;320,92
State of alarm 1;01/05/2020;FOR-BROTOLA DE ROCA;12;2
State of alarm 1;01/05/2020;HMM-JUREL BLANCO;255,19;210,52
State of alarm 1;01/05/2020;JAA-JUREL NEGRO;4,84;5,38
State of alarm 1;01/05/2020;MGR-CORVINA;402,26;67,3
State of alarm 1;01/05/2020;NEP-CIGALA;776,58;23,8
State of alarm 1;01/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;10799,14;2035,26
State of alarm 1;01/05/2020;RSE-CABRACHO;144,21;11,86
State of alarm 1;01/05/2020;VMA-CABALLA DEL SUR O TONINO;13,76;8,1
State of alarm 1;01/05/2020;WHB-BACALADILLA;387,47;217,98
State of alarm 1;02/05/2020;ANE-BOQUERON;34,68;28,9
State of alarm 1;02/05/2020;HMM-JUREL BLANCO;1116,44;988
State of alarm 1;03/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;3136;504,5
State of alarm 1;04/05/2020;ANE-BOQUERON;10776,47;3314,4
State of alarm 1;04/05/2020;ARA-GAMBA ROJA O RAYADO;28372,83;1036,55
State of alarm 1;04/05/2020;BFT-ATUN ROJO;1133;115
State of alarm 1;04/05/2020;BOG-BOGA;28,87;33,43
State of alarm 1;04/05/2020;BON-BONITO O BONITO DEL SUR;2849,73;759,94
State of alarm 1;04/05/2020;CET-ACEDIA;60,81;6,49
State of alarm 1;04/05/2020;DPS-GAMBA;14297,96;1476,14
State of alarm 1;04/05/2020;FOR-BROTOLA DE ROCA;140,92;14,08
State of alarm 1;04/05/2020;HMM-JUREL BLANCO;8674,67;5083,61
State of alarm 1;04/05/2020;HOM-JUREL;1174,87;704,48
State of alarm 1;04/05/2020;LTA-BACORETA;48,11;15,8
State of alarm 1;04/05/2020;MGR-CORVINA;100,14;26,5
State of alarm 1;04/05/2020;NEP-CIGALA;5955,74;244,29
State of alarm 1;04/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;35049,42;7102,06
State of alarm 1;04/05/2020;PIL-SARDINA;20965,14;7131,57
State of alarm 1;04/05/2020;RSE-CABRACHO;1555,32;154,67
State of alarm 1;04/05/2020;SAA-ALACHA;4007,66;7865,4
State of alarm 1;04/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;281,4;11,5
State of alarm 1;04/05/2020;SWO-PEZ ESPADA O EMPERADOR;6869;846,5
State of alarm 1;04/05/2020;VMA-CABALLA DEL SUR O TONINO;398,43;1156,14
State of alarm 1;04/05/2020;WHB-BACALADILLA;1284,03;340,75
State of alarm 1;05/05/2020;ANE-BOQUERON;2151,04;665,33
State of alarm 1;05/05/2020;ARA-GAMBA ROJA O RAYADO;9984,58;381,8
State of alarm 1;05/05/2020;BFT-ATUN ROJO;1688;171
State of alarm 1;05/05/2020;BOG-BOGA;18,19;25,1
State of alarm 1;05/05/2020;BON-BONITO O BONITO DEL SUR;3853,06;1189,25
State of alarm 1;05/05/2020;CET-ACEDIA;31,47;4,74
State of alarm 1;05/05/2020;DPS-GAMBA;12383,81;1344,8
State of alarm 1;05/05/2020;FOR-BROTOLA DE ROCA;55,77;8,93
State of alarm 1;05/05/2020;HMM-JUREL BLANCO;6889,09;4680,47
State of alarm 1;05/05/2020;HOM-JUREL;1032,12;690,87
State of alarm 1;05/05/2020;JAA-JUREL NEGRO;93,45;125,31
State of alarm 1;05/05/2020;LTA-BACORETA;60,85;24,15
State of alarm 1;05/05/2020;MAC-CABALLA;24,62;8,02
State of alarm 1;05/05/2020;MGR-CORVINA;306,25;53,45
State of alarm 1;05/05/2020;NEP-CIGALA;2017,88;79,59
State of alarm 1;05/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;32125,02;6113,19
State of alarm 1;05/05/2020;PIL-SARDINA;14252,37;4589,39
State of alarm 1;05/05/2020;RSE-CABRACHO;292,27;38,91
State of alarm 1;05/05/2020;SAA-ALACHA;87,5;350
State of alarm 1;05/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;360,2;16,6
State of alarm 1;05/05/2020;VMA-CABALLA DEL SUR O TONINO;237,52;264,76
State of alarm 1;05/05/2020;WHB-BACALADILLA;416,48;90,79
State of alarm 1;06/05/2020;ANE-BOQUERON;2428,95;1260,6
State of alarm 1;06/05/2020;ARA-GAMBA ROJA O RAYADO;9033,08;367,55
State of alarm 1;06/05/2020;BFT-ATUN ROJO;6368;775
State of alarm 1;06/05/2020;BOG-BOGA;4,59;5,74
State of alarm 1;06/05/2020;BON-BONITO O BONITO DEL SUR;867,92;221,72
State of alarm 1;06/05/2020;CET-ACEDIA;47,4;8,48
State of alarm 1;06/05/2020;DPS-GAMBA;9238,77;1066,46
State of alarm 1;06/05/2020;FOR-BROTOLA DE ROCA;227,45;28,39
State of alarm 1;06/05/2020;HMM-JUREL BLANCO;3591,63;3147,6
State of alarm 1;06/05/2020;HMY-JURELA O JUREL DORADO;34,34;7,7
State of alarm 1;06/05/2020;HOM-JUREL;156,74;84
State of alarm 1;06/05/2020;JAA-JUREL NEGRO;17,24;43,22
State of alarm 1;06/05/2020;MAC-CABALLA;16,82;8,01
State of alarm 1;06/05/2020;MGR-CORVINA;181,06;38,05
State of alarm 1;06/05/2020;NEP-CIGALA;1839,1;74,45
State of alarm 1;06/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;29892,08;5906,95
State of alarm 1;06/05/2020;PIL-SARDINA;2408,68;1595,32
State of alarm 1;06/05/2020;RSE-CABRACHO;317,43;30,59
State of alarm 1;06/05/2020;SAA-ALACHA;2517,03;3710,71
State of alarm 1;06/05/2020;SWO-PEZ ESPADA O EMPERADOR;1666;196
State of alarm 1;06/05/2020;VMA-CABALLA DEL SUR O TONINO;5,13;6,6
State of alarm 1;06/05/2020;WHB-BACALADILLA;375,87;80,62
State of alarm 1;07/05/2020;ANE-BOQUERON;209,05;154,85
State of alarm 1;07/05/2020;ARA-GAMBA ROJA O RAYADO;5690,36;217,8
State of alarm 1;07/05/2020;BFT-ATUN ROJO;729,6;57
State of alarm 1;07/05/2020;BOG-BOGA;142,8;759,77
State of alarm 1;07/05/2020;BON-BONITO O BONITO DEL SUR;280,77;47,97
State of alarm 1;07/05/2020;CET-ACEDIA;123,4;20,64
State of alarm 1;07/05/2020;DPS-GAMBA;10536,14;1194,81
State of alarm 1;07/05/2020;FOR-BROTOLA DE ROCA;24,32;6,58
State of alarm 1;07/05/2020;HMM-JUREL BLANCO;6594,14;3817,32
State of alarm 1;07/05/2020;HMY-JURELA O JUREL DORADO;8,82;2,05
State of alarm 1;07/05/2020;HOM-JUREL;671,38;404,34
State of alarm 1;07/05/2020;JAA-JUREL NEGRO;46,43;63,6
State of alarm 1;07/05/2020;MGR-CORVINA;31,12;6,95
State of alarm 1;07/05/2020;NEP-CIGALA;1011,96;39,89
State of alarm 1;07/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;20127,05;3953,01
State of alarm 1;07/05/2020;PIL-SARDINA;9005,68;4881,91
State of alarm 1;07/05/2020;RSE-CABRACHO;54,23;5,3
State of alarm 1;07/05/2020;SAA-ALACHA;340;1700
State of alarm 1;07/05/2020;VMA-CABALLA DEL SUR O TONINO;90,75;182,3
State of alarm 1;07/05/2020;WHB-BACALADILLA;110,23;23,26
State of alarm 1;08/05/2020;ANE-BOQUERON;1283,87;313,14
State of alarm 1;08/05/2020;ARA-GAMBA ROJA O RAYADO;7949,56;304,45
State of alarm 1;08/05/2020;BFT-ATUN ROJO;8114,5;971,5
State of alarm 1;08/05/2020;BOG-BOGA;21,91;36,15
State of alarm 1;08/05/2020;BON-BONITO O BONITO DEL SUR;2651,77;743,7
State of alarm 1;08/05/2020;CET-ACEDIA;57,54;9,8
State of alarm 1;08/05/2020;DPS-GAMBA;10751,21;1020,03
State of alarm 1;08/05/2020;FOR-BROTOLA DE ROCA;63,79;5,85
State of alarm 1;08/05/2020;HMM-JUREL BLANCO;6347,16;4327,31
State of alarm 1;08/05/2020;HOM-JUREL;120,33;100,84
State of alarm 1;08/05/2020;JAA-JUREL NEGRO;12,07;19,3
State of alarm 1;08/05/2020;MGR-CORVINA;44,83;8,84
State of alarm 1;08/05/2020;NEP-CIGALA;1570,18;53,88
State of alarm 1;08/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;27895,5;5613,08
State of alarm 1;08/05/2020;PIL-SARDINA;2986,55;1502,85
State of alarm 1;08/05/2020;RSE-CABRACHO;214,87;16,83
State of alarm 1;08/05/2020;SAA-ALACHA;349,06;949,58
State of alarm 1;08/05/2020;SWO-PEZ ESPADA O EMPERADOR;188;23,5
State of alarm 1;08/05/2020;VMA-CABALLA DEL SUR O TONINO;235,55;638,26
State of alarm 1;08/05/2020;WHB-BACALADILLA;1138,22;296,5
State of alarm 1;09/05/2020;HMM-JUREL BLANCO;1187,6;685,6
State of alarm 1;09/05/2020;VMA-CABALLA DEL SUR O TONINO;16;80
State of alarm 1;11/05/2020;ANE-BOQUERON;7330,77;1562,34
State of alarm 1;11/05/2020;ARA-GAMBA ROJA O RAYADO;25522,9;911,21
State of alarm 1;11/05/2020;BFT-ATUN ROJO;2063,2;199
State of alarm 1;11/05/2020;BOG-BOGA;83,87;235,89
State of alarm 1;11/05/2020;BON-BONITO O BONITO DEL SUR;7326,33;2431,48
State of alarm 1;11/05/2020;DPS-GAMBA;10028,56;933,8
State of alarm 1;11/05/2020;FOR-BROTOLA DE ROCA;54,66;5,6
State of alarm 1;11/05/2020;HMM-JUREL BLANCO;3589,18;1682,09
State of alarm 1;11/05/2020;HOM-JUREL;325,68;91,74
State of alarm 1;11/05/2020;JAA-JUREL NEGRO;186,2;145,9
State of alarm 1;11/05/2020;LTA-BACORETA;617,44;280,5
State of alarm 1;11/05/2020;MGR-CORVINA;12,88;4,66
State of alarm 1;11/05/2020;NEP-CIGALA;1653,97;54,74
State of alarm 1;11/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;22594,74;4162,94
State of alarm 1;11/05/2020;PIL-SARDINA;23477,27;5110,92
State of alarm 1;11/05/2020;RSE-CABRACHO;174,95;13,1
State of alarm 1;11/05/2020;SAA-ALACHA;969,48;3125,53
State of alarm 1;11/05/2020;VMA-CABALLA DEL SUR O TONINO;6311,69;15887,38
State of alarm 1;11/05/2020;WHB-BACALADILLA;2048,91;482,78
State of alarm 1;12/05/2020;ANE-BOQUERON;55180,28;19698,39
State of alarm 1;12/05/2020;ARA-GAMBA ROJA O RAYADO;17780,93;773,9
State of alarm 1;12/05/2020;BFT-ATUN ROJO;642;72
State of alarm 1;12/05/2020;BOG-BOGA;13,72;39,34
State of alarm 1;12/05/2020;BON-BONITO O BONITO DEL SUR;5982,75;1777,3
State of alarm 1;12/05/2020;DPS-GAMBA;9761,74;1005,12
State of alarm 1;12/05/2020;FOR-BROTOLA DE ROCA;113,59;18,2
State of alarm 1;12/05/2020;HMM-JUREL BLANCO;10032,26;5554,13
State of alarm 1;12/05/2020;HMY-JURELA O JUREL DORADO;25,59;4,79
State of alarm 1;12/05/2020;HOM-JUREL;4346,82;2614,6
State of alarm 1;12/05/2020;JAA-JUREL NEGRO;29,94;100
State of alarm 1;12/05/2020;LTA-BACORETA;407,1;223,5
State of alarm 1;12/05/2020;MGR-CORVINA;37,69;12,56
State of alarm 1;12/05/2020;NEP-CIGALA;1102,12;41,81
State of alarm 1;12/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;29779,65;5650,02
State of alarm 1;12/05/2020;PIL-SARDINA;14045,4;4812,82
State of alarm 1;12/05/2020;RSE-CABRACHO;214,29;16,54
State of alarm 1;12/05/2020;SAA-ALACHA;3181,76;8132,37
State of alarm 1;12/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;323,09;18,2
State of alarm 1;12/05/2020;VMA-CABALLA DEL SUR O TONINO;642,44;2033,22
State of alarm 1;12/05/2020;WHB-BACALADILLA;936,18;214,42
State of alarm 1;13/05/2020;ANE-BOQUERON;14875,22;9197,09
State of alarm 1;13/05/2020;ARA-GAMBA ROJA O RAYADO;18823,33;807,32
State of alarm 1;13/05/2020;BFT-ATUN ROJO;2023;219
State of alarm 1;13/05/2020;BOG-BOGA;26,04;52,48
State of alarm 1;13/05/2020;BON-BONITO O BONITO DEL SUR;4684,21;1443,29
State of alarm 1;13/05/2020;CET-ACEDIA;112,13;12,2
State of alarm 1;13/05/2020;DPS-GAMBA;9589,67;1048,38
State of alarm 1;13/05/2020;FOR-BROTOLA DE ROCA;59,17;5,52
State of alarm 1;13/05/2020;HMM-JUREL BLANCO;7850,03;5350,88
State of alarm 1;13/05/2020;HOM-JUREL;1131,4;753,83
State of alarm 1;13/05/2020;JAA-JUREL NEGRO;397,23;960,48
State of alarm 1;13/05/2020;LTA-BACORETA;116,41;52,95
State of alarm 1;13/05/2020;MAS-CABALLA DEL SUR O TONINO;73,02;108,81
State of alarm 1;13/05/2020;MGR-CORVINA;17,3;11,92
State of alarm 1;13/05/2020;NEP-CIGALA;460,03;15,02
State of alarm 1;13/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;25308,01;4911,04
State of alarm 1;13/05/2020;PIL-SARDINA;20397,71;8323,42
State of alarm 1;13/05/2020;RSE-CABRACHO;201,35;13,56
State of alarm 1;13/05/2020;SAA-ALACHA;1785,93;1592,46
State of alarm 1;13/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;666;32,1
State of alarm 1;13/05/2020;VMA-CABALLA DEL SUR O TONINO;477,75;561,74
State of alarm 1;13/05/2020;WHB-BACALADILLA;760,75;182,9
State of alarm 1;14/05/2020;ARA-GAMBA ROJA O RAYADO;10452,38;427,62
State of alarm 1;14/05/2020;BFT-ATUN ROJO;760;95
State of alarm 1;14/05/2020;BOG-BOGA;167,73;628,5
State of alarm 1;14/05/2020;BON-BONITO O BONITO DEL SUR;744,69;225,09
State of alarm 1;14/05/2020;CET-ACEDIA;82,24;10,2
State of alarm 1;14/05/2020;DPS-GAMBA;10759,62;960,58
State of alarm 1;14/05/2020;FOR-BROTOLA DE ROCA;18,61;1,88
State of alarm 1;14/05/2020;HMM-JUREL BLANCO;5504,99;2989,61
State of alarm 1;14/05/2020;HOM-JUREL;2969,2;1893,88
State of alarm 1;14/05/2020;JAA-JUREL NEGRO;351,01;601,58
State of alarm 1;14/05/2020;MAS-CABALLA DEL SUR O TONINO;363,69;804,97
State of alarm 1;14/05/2020;NEP-CIGALA;1120,32;35,04
State of alarm 1;14/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;9571,27;1788,08
State of alarm 1;14/05/2020;RSE-CABRACHO;112,13;11,86
State of alarm 1;14/05/2020;SAA-ALACHA;196,87;624,14
State of alarm 1;14/05/2020;VMA-CABALLA DEL SUR O TONINO;23,53;23,15
State of alarm 1;14/05/2020;WHB-BACALADILLA;430,93;86,12
State of alarm 1;15/05/2020;ANE-BOQUERON;58429,74;24358,59
State of alarm 1;15/05/2020;ARA-GAMBA ROJA O RAYADO;17534,03;667,71
State of alarm 1;15/05/2020;BOG-BOGA;3,52;7,65
State of alarm 1;15/05/2020;BON-BONITO O BONITO DEL SUR;2574,15;1067,58
State of alarm 1;15/05/2020;DPS-GAMBA;12882,99;1086,5
State of alarm 1;15/05/2020;FOR-BROTOLA DE ROCA;7,98;1,4
State of alarm 1;15/05/2020;FRZ-MELVAS;3,99;2,1
State of alarm 1;15/05/2020;HMM-JUREL BLANCO;6626,72;4495,88
State of alarm 1;15/05/2020;HOM-JUREL;2807,67;2029,82
State of alarm 1;15/05/2020;JAA-JUREL NEGRO;98,99;248,7
State of alarm 1;15/05/2020;LTA-BACORETA;1838,84;1873,75
State of alarm 1;15/05/2020;MGR-CORVINA;11,2;1,6
State of alarm 1;15/05/2020;NEP-CIGALA;1447,98;44,3
State of alarm 1;15/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;31752,61;5933,42
State of alarm 1;15/05/2020;PIL-SARDINA;7959,13;6181,39
State of alarm 1;15/05/2020;RSE-CABRACHO;266,68;20,14
State of alarm 1;15/05/2020;SAA-ALACHA;174,46;471,5
State of alarm 1;15/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;569,2;23,2
State of alarm 1;15/05/2020;VMA-CABALLA DEL SUR O TONINO;12,23;36,8
State of alarm 1;15/05/2020;WHB-BACALADILLA;430,22;96,65
State of alarm 1;16/05/2020;HMM-JUREL BLANCO;2599,6;2054
State of alarm 1;17/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;4580,93;740
State of alarm 1;17/05/2020;SWO-PEZ ESPADA O EMPERADOR;11578;1416,5
State of alarm 1;18/05/2020;ANE-BOQUERON;34373,78;11829,27
State of alarm 1;18/05/2020;ARA-GAMBA ROJA O RAYADO;31954,25;1199,05
State of alarm 1;18/05/2020;BFT-ATUN ROJO;980,4;76
State of alarm 1;18/05/2020;BOG-BOGA;196,79;548,35
State of alarm 1;18/05/2020;BON-BONITO O BONITO DEL SUR;5757,73;2083,17
State of alarm 1;18/05/2020;CET-ACEDIA;76,69;8,8
State of alarm 1;18/05/2020;DPS-GAMBA;16260,16;1582,68
State of alarm 1;18/05/2020;FOR-BROTOLA DE ROCA;245,13;28,51
State of alarm 1;18/05/2020;FRZ-MELVAS;18,56;4,64
State of alarm 1;18/05/2020;HMM-JUREL BLANCO;4972,36;2734,29
State of alarm 1;18/05/2020;HMY-JURELA O JUREL DORADO;42,74;6,7
State of alarm 1;18/05/2020;HOM-JUREL;2150,89;1098,74
State of alarm 1;18/05/2020;JAA-JUREL NEGRO;16,18;17,92
State of alarm 1;18/05/2020;LTA-BACORETA;843,91;803,55
State of alarm 1;18/05/2020;MGR-CORVINA;64,63;15,11
State of alarm 1;18/05/2020;NEP-CIGALA;4272,9;157,79
State of alarm 1;18/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;45864,06;8395,94
State of alarm 1;18/05/2020;PIL-SARDINA;13484,98;4755,15
State of alarm 1;18/05/2020;RSE-CABRACHO;1205,61;112,48
State of alarm 1;18/05/2020;SAA-ALACHA;419,51;1591,56
State of alarm 1;18/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;280,62;13,7
State of alarm 1;18/05/2020;SWO-PEZ ESPADA O EMPERADOR;6648,5;800,5
State of alarm 1;18/05/2020;VMA-CABALLA DEL SUR O TONINO;1268,98;3453,06
State of alarm 1;18/05/2020;WHB-BACALADILLA;936,01;180,43
State of alarm 1;19/05/2020;ANE-BOQUERON;24070,16;20748,8
State of alarm 1;19/05/2020;ARA-GAMBA ROJA O RAYADO;21199,58;906,46
State of alarm 1;19/05/2020;BOG-BOGA;5,38;9,88
State of alarm 1;19/05/2020;BON-BONITO O BONITO DEL SUR;4376,68;1267,8
State of alarm 1;19/05/2020;CET-ACEDIA;123,92;17,36
State of alarm 1;19/05/2020;DPS-GAMBA;12217,73;1310,98
State of alarm 1;19/05/2020;FOR-BROTOLA DE ROCA;793,15;112,39
State of alarm 1;19/05/2020;HMM-JUREL BLANCO;7119,91;4320,46
State of alarm 1;19/05/2020;HMY-JURELA O JUREL DORADO;17,3;3,6
State of alarm 1;19/05/2020;HOM-JUREL;1018,75;627,47
State of alarm 1;19/05/2020;JAA-JUREL NEGRO;167,6;264,5
State of alarm 1;19/05/2020;LTA-BACORETA;121,7;92,45
State of alarm 1;19/05/2020;MGR-CORVINA;46,37;11,7
State of alarm 1;19/05/2020;NEP-CIGALA;2622,07;99,83
State of alarm 1;19/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;42758,83;7968,82
State of alarm 1;19/05/2020;PIL-SARDINA;2662,26;2477,77
State of alarm 1;19/05/2020;RSE-CABRACHO;2223,88;174,42
State of alarm 1;19/05/2020;SAA-ALACHA;482,34;1210,31
State of alarm 1;19/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;1913;82,3
State of alarm 1;19/05/2020;SWO-PEZ ESPADA O EMPERADOR;21277,75;2853
State of alarm 1;19/05/2020;VMA-CABALLA DEL SUR O TONINO;1223,76;3401,4
State of alarm 1;19/05/2020;WHB-BACALADILLA;920,22;192,84
State of alarm 1;20/05/2020;ANE-BOQUERON;57419,91;46619,32
State of alarm 1;20/05/2020;ARA-GAMBA ROJA O RAYADO;20013,21;836,26
State of alarm 1;20/05/2020;BFT-ATUN ROJO;1000,5;87
State of alarm 1;20/05/2020;BOG-BOGA;169,48;446
State of alarm 1;20/05/2020;BON-BONITO O BONITO DEL SUR;811,08;229,19
State of alarm 1;20/05/2020;CET-ACEDIA;125,22;16,14
State of alarm 1;20/05/2020;DPS-GAMBA;9490,12;1003,13
State of alarm 1;20/05/2020;FOR-BROTOLA DE ROCA;594,09;95,37
State of alarm 1;20/05/2020;HMM-JUREL BLANCO;6373,65;5701,82
State of alarm 1;20/05/2020;HMY-JURELA O JUREL DORADO;26,15;7,65
State of alarm 1;20/05/2020;HOM-JUREL;959,04;808,67
State of alarm 1;20/05/2020;JAA-JUREL NEGRO;147,56;241,1
State of alarm 1;20/05/2020;MGR-CORVINA;107,14;27,1
State of alarm 1;20/05/2020;NEP-CIGALA;2828,27;111,76
State of alarm 1;20/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;36852,57;7228,45
State of alarm 1;20/05/2020;PIL-SARDINA;5551,7;3372,9
State of alarm 1;20/05/2020;RSE-CABRACHO;3209;251,08
State of alarm 1;20/05/2020;SAA-ALACHA;10,21;48,03
State of alarm 1;20/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;1288,68;68,4
State of alarm 1;20/05/2020;SWO-PEZ ESPADA O EMPERADOR;2875,25;359,5
State of alarm 1;20/05/2020;VMA-CABALLA DEL SUR O TONINO;3539,67;9959,92
State of alarm 1;20/05/2020;WHB-BACALADILLA;543,56;125,59
State of alarm 1;21/05/2020;ANE-BOQUERON;24398,64;9531,12
State of alarm 1;21/05/2020;ARA-GAMBA ROJA O RAYADO;22212,5;898,41
State of alarm 1;21/05/2020;BFT-ATUN ROJO;1525,8;169
State of alarm 1;21/05/2020;BOG-BOGA;531,43;1433,15
State of alarm 1;21/05/2020;BON-BONITO O BONITO DEL SUR;891,89;283,52
State of alarm 1;21/05/2020;CET-ACEDIA;9,22;2,89
State of alarm 1;21/05/2020;DPS-GAMBA;13432,58;1316,68
State of alarm 1;21/05/2020;FOR-BROTOLA DE ROCA;158,98;24,98
State of alarm 1;21/05/2020;HMM-JUREL BLANCO;5568,45;4354,83
State of alarm 1;21/05/2020;HOM-JUREL;143,62;150,64
State of alarm 1;21/05/2020;JAA-JUREL NEGRO;194,45;295,77
State of alarm 1;21/05/2020;LTA-BACORETA;8,27;2,9
State of alarm 1;21/05/2020;MAC-CABALLA;146,12;72,18
State of alarm 1;21/05/2020;MGR-CORVINA;86,81;27,07
State of alarm 1;21/05/2020;NEP-CIGALA;3917,86;136,64
State of alarm 1;21/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;34420,56;6981,23
State of alarm 1;21/05/2020;PIL-SARDINA;5747,87;7898,05
State of alarm 1;21/05/2020;RSE-CABRACHO;239,57;21,57
State of alarm 1;21/05/2020;SAA-ALACHA;2769,44;10029,25
State of alarm 1;21/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;2373,33;113
State of alarm 1;21/05/2020;SWO-PEZ ESPADA O EMPERADOR;18443;2641
State of alarm 1;21/05/2020;VMA-CABALLA DEL SUR O TONINO;2752,48;6734,19
State of alarm 1;21/05/2020;WHB-BACALADILLA;715,35;166,96
State of alarm 1;22/05/2020;ANE-BOQUERON;31139,53;22596,88
State of alarm 1;22/05/2020;ARA-GAMBA ROJA O RAYADO;23031;809,81
State of alarm 1;22/05/2020;BFT-ATUN ROJO;5413,72;626,2
State of alarm 1;22/05/2020;BOG-BOGA;203,75;1045,8
State of alarm 1;22/05/2020;BON-BONITO O BONITO DEL SUR;1353,33;390,09
State of alarm 1;22/05/2020;CET-ACEDIA;220,47;29,9
State of alarm 1;22/05/2020;DPS-GAMBA;15256,11;1463,4
State of alarm 1;22/05/2020;FOR-BROTOLA DE ROCA;362,52;60,74
State of alarm 1;22/05/2020;HMM-JUREL BLANCO;3424,78;3233,96
State of alarm 1;22/05/2020;HMY-JURELA O JUREL DORADO;14,62;2,8
State of alarm 1;22/05/2020;HOM-JUREL;323,34;388,7
State of alarm 1;22/05/2020;JAA-JUREL NEGRO;142,15;286,6
State of alarm 1;22/05/2020;MGR-CORVINA;188,48;48,45
State of alarm 1;22/05/2020;NEP-CIGALA;4005,02;136,51
State of alarm 1;22/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;36355,9;7591,61
State of alarm 1;22/05/2020;PIL-SARDINA;8384,52;5920,37
State of alarm 1;22/05/2020;RSE-CABRACHO;1128,14;88,16
State of alarm 1;22/05/2020;SAA-ALACHA;111,56;301,5
State of alarm 1;22/05/2020;SBR-BESUGO DE LA PINTA O VORAZ;1539,22;83,83
State of alarm 1;22/05/2020;SWO-PEZ ESPADA O EMPERADOR;3101,25;423,5
State of alarm 1;22/05/2020;VMA-CABALLA DEL SUR O TONINO;593,58;1331,22
State of alarm 1;22/05/2020;WHB-BACALADILLA;365,25;93,99
State of alarm 1;23/05/2020;HMM-JUREL BLANCO;1181,12;719,7
State of alarm 1;23/05/2020;JAA-JUREL NEGRO;90,4;276
State of alarm 1;23/05/2020;SWO-PEZ ESPADA O EMPERADOR;28482,5;4158
State of alarm 1;23/05/2020;VMA-CABALLA DEL SUR O TONINO;26,47;85,4
State of alarm 1;24/05/2020;SWO-PEZ ESPADA O EMPERADOR;16174,25;2416
State of alarm 1;25/05/2020;ANE-BOQUERON;9720,85;2764,79
State of alarm 1;25/05/2020;ARA-GAMBA ROJA O RAYADO;52977,01;1850,14
State of alarm 1;25/05/2020;BOG-BOGA;139,61;853,32
State of alarm 1;25/05/2020;BON-BONITO O BONITO DEL SUR;905,69;216,71
State of alarm 1;25/05/2020;CET-ACEDIA;92,83;12,47
State of alarm 1;25/05/2020;DPS-GAMBA;16379,08;1453,05
State of alarm 1;25/05/2020;FOR-BROTOLA DE ROCA;204,59;31,62
State of alarm 1;25/05/2020;HMM-JUREL BLANCO;5222,84;4333,64
State of alarm 1;25/05/2020;HMY-JURELA O JUREL DORADO;25,98;12,85
State of alarm 1;25/05/2020;HOM-JUREL;4511,75;2253,75
State of alarm 1;25/05/2020;MGR-CORVINA;60,29;15,3
State of alarm 1;25/05/2020;NEP-CIGALA;2844,35;100,09
State of alarm 1;25/05/2020;OCC-PULPO DE ROCA O PULPO ROQUERO;41367,15;8103,86
State of alarm 1;25/05/2020;PIL-SARDINA;24357,11;10895,84
State of alarm 1;25/05/2020;RSE-CABRACHO;371,83;21,04
State of alarm 1;25/05/2020;SAA-ALACHA;2273,64;3693,91
State of alarm 1;25/05/2020;SWO-PEZ ESPADA O EMPERADOR;12982,77;1924,7
State of alarm 1;25/05/2020;VMA-CABALLA DEL SUR O TONINO;313,33;480,31
State of alarm 1;25/05/2020;WHB-BACALADILLA;440,56;86,18
State of alarm 1;26/05/2020;ANE-BOQUERON;36478,03;19069,36
