Covid;date;specie;euros;kgs
No ;02/01/2017;ANE-BOQUERON;830,6;111,69
No ;02/01/2017;PIL-SARDINA;129131,37;54232,49
No ;03/01/2017;ANE-BOQUERON;749,13;77
No ;03/01/2017;PIL-SARDINA;81008,61;45355,49
No ;04/01/2017;PIL-SARDINA;42228,58;21619,01
No ;05/01/2017;ANE-BOQUERON;28,98;6,85
No ;05/01/2017;PIL-SARDINA;15316,52;14922,29
No ;09/01/2017;ANE-BOQUERON;37571,27;7789,89
No ;09/01/2017;PIL-SARDINA;63432,5;30943,99
No ;10/01/2017;ANE-BOQUERON;64220,69;23392,82
No ;10/01/2017;PIL-SARDINA;35088;20742,04
No ;11/01/2017;PIL-SARDINA;42169,23;34800,89
No ;12/01/2017;ANE-BOQUERON;12455,77;3223,24
No ;12/01/2017;PIL-SARDINA;29937,1;19697,63
No ;13/01/2017;ANE-BOQUERON;672,47;129,69
No ;13/01/2017;PIL-SARDINA;17946,65;15168,51
No ;14/01/2017;PIL-SARDINA;1757,84;1042,28
No ;16/01/2017;ANE-BOQUERON;908,49;146,16
No ;16/01/2017;PIL-SARDINA;75654,9;32751,54
No ;17/01/2017;ANE-BOQUERON;39,48;7
No ;17/01/2017;PIL-SARDINA;29626,62;12237,89
No ;18/01/2017;ANE-BOQUERON;209,69;31,08
No ;18/01/2017;PIL-SARDINA;6092,23;3042,96
No ;19/01/2017;ANE-BOQUERON;111,99;22
No ;19/01/2017;PIL-SARDINA;52123,53;18890,77
No ;20/01/2017;ANE-BOQUERON;10808,7;1451,58
No ;20/01/2017;PIL-SARDINA;15215,06;8341,1
No ;21/01/2017;ANE-BOQUERON;768,19;100,68
No ;21/01/2017;PIL-SARDINA;1792,48;998,33
No ;23/01/2017;ANE-BOQUERON;4216,47;578,88
No ;23/01/2017;PIL-SARDINA;60758,86;23337,92
No ;24/01/2017;ANE-BOQUERON;93,55;16,98
No ;24/01/2017;PIL-SARDINA;35650,95;20426,8
No ;25/01/2017;ANE-BOQUERON;384,72;95,7
No ;25/01/2017;PIL-SARDINA;20232,37;9215,49
No ;26/01/2017;ANE-BOQUERON;4775,89;838,55
No ;26/01/2017;PIL-SARDINA;16617,76;7031,54
No ;27/01/2017;ANE-BOQUERON;30;5
No ;27/01/2017;PIL-SARDINA;16422,5;7899,51
No ;30/01/2017;ANE-BOQUERON;4128,21;630,59
No ;30/01/2017;PIL-SARDINA;32254,39;18886,06
No ;31/01/2017;ANE-BOQUERON;18629,84;3048,16
No ;31/01/2017;PIL-SARDINA;21580,56;17609,06
No ;01/02/2017;ANE-BOQUERON;9545,42;1397,42
No ;01/02/2017;PIL-SARDINA;11409,96;10113,65
No ;02/02/2017;ANE-BOQUERON;5924,61;701,27
No ;02/02/2017;PIL-SARDINA;9744,7;6648,58
No ;03/02/2017;ANE-BOQUERON;4942,12;690,62
No ;03/02/2017;PIL-SARDINA;15463,44;6497,84
No ;04/02/2017;PIL-SARDINA;1629,83;614,46
No ;06/02/2017;ANE-BOQUERON;3,51;2,74
No ;06/02/2017;PIL-SARDINA;51460,06;17795,99
No ;07/02/2017;ANE-BOQUERON;5,95;1,6
No ;07/02/2017;PIL-SARDINA;12379,65;5586,32
No ;08/02/2017;ANE-BOQUERON;3306,67;663,55
No ;08/02/2017;PIL-SARDINA;21916,63;8332,45
No ;09/02/2017;ANE-BOQUERON;6631,16;1141,69
No ;09/02/2017;PIL-SARDINA;18068,82;6427,11
No ;10/02/2017;ANE-BOQUERON;3717,79;536,96
No ;10/02/2017;PIL-SARDINA;16929,07;7749,15
No ;13/02/2017;ANE-BOQUERON;1331,62;176,4
No ;13/02/2017;PIL-SARDINA;34731,11;15121,24
No ;14/02/2017;ANE-BOQUERON;5532,84;765,5
No ;14/02/2017;PIL-SARDINA;22690,94;12263,18
No ;15/02/2017;ANE-BOQUERON;16838,5;3541,92
No ;15/02/2017;PIL-SARDINA;13875,14;8600,18
No ;16/02/2017;ANE-BOQUERON;7,22;4,1
No ;16/02/2017;PIL-SARDINA;6847,97;3330,36
No ;17/02/2017;PIL-SARDINA;6958,77;5124,07
No ;20/02/2017;PIL-SARDINA;9189,18;2994,71
No ;21/02/2017;PIL-SARDINA;3339,11;1864,97
No ;22/02/2017;PIL-SARDINA;24627,99;12106,08
No ;23/02/2017;ANE-BOQUERON;6202,78;884,99
No ;23/02/2017;PIL-SARDINA;12094,33;7823,06
No ;24/02/2017;ANE-BOQUERON;1051,53;195,65
No ;24/02/2017;PIL-SARDINA;20659,88;8925,73
No ;25/02/2017;PIL-SARDINA;135,02;78,5
No ;27/02/2017;ANE-BOQUERON;1385,9;140,7
No ;27/02/2017;PIL-SARDINA;15417,21;4851,16
No ;28/02/2017;ANE-BOQUERON;9112,78;1469,88
No ;28/02/2017;PIL-SARDINA;32275,17;8106,25
No ;01/03/2017;ANE-BOQUERON;26627,75;5215,14
No ;01/03/2017;PIL-SARDINA;16249,08;11336,88
No ;02/03/2017;ANE-BOQUERON;2285,14;546,24
No ;02/03/2017;PIL-SARDINA;8656,97;6298,88
No ;03/03/2017;ANE-BOQUERON;177,22;46,8
No ;03/03/2017;PIL-SARDINA;5868,23;4621,83
No ;06/03/2017;ANE-BOQUERON;5,64;1,92
No ;06/03/2017;PIL-SARDINA;7006,06;2583,87
No ;07/03/2017;ANE-BOQUERON;25026,63;4394,52
No ;07/03/2017;PIL-SARDINA;13715,1;11350,08
No ;08/03/2017;ANE-BOQUERON;25104,61;5903,94
No ;08/03/2017;PIL-SARDINA;4499,58;3708,98
No ;09/03/2017;ANE-BOQUERON;29709,93;8732,21
No ;09/03/2017;PIL-SARDINA;7775,31;5881,93
No ;10/03/2017;ANE-BOQUERON;13314,15;4498,87
No ;10/03/2017;PIL-SARDINA;3565,76;1786,37
No ;13/03/2017;PIL-SARDINA;24276,07;7728,66
No ;14/03/2017;PIL-SARDINA;6123,11;3351,05
No ;15/03/2017;PIL-SARDINA;387,12;256
No ;16/03/2017;PIL-SARDINA;1547,37;692,18
No ;17/03/2017;PIL-SARDINA;7173,43;2760,98
No ;20/03/2017;ANE-BOQUERON;49458,65;15385,93
No ;20/03/2017;PIL-SARDINA;17588,05;7718,57
No ;21/03/2017;ANE-BOQUERON;20728,04;6644,67
No ;21/03/2017;PIL-SARDINA;2140,43;1210,53
No ;22/03/2017;ANE-BOQUERON;19041,76;6778,48
No ;22/03/2017;PIL-SARDINA;2470,96;1368
No ;23/03/2017;ANE-BOQUERON;649,54;142,03
No ;23/03/2017;PIL-SARDINA;9263,94;5402,31
No ;24/03/2017;ANE-BOQUERON;4096,17;1522,52
No ;24/03/2017;PIL-SARDINA;7572,42;4020,25
No ;25/03/2017;ANE-BOQUERON;283,39;51
No ;27/03/2017;ANE-BOQUERON;49922,26;10348,08
No ;27/03/2017;PIL-SARDINA;13761,03;6717,66
No ;28/03/2017;ANE-BOQUERON;1536,68;296,86
No ;28/03/2017;PIL-SARDINA;4086,08;2574,82
No ;29/03/2017;ANE-BOQUERON;22785,85;6008,82
No ;29/03/2017;PIL-SARDINA;4344,63;3629,36
No ;30/03/2017;ANE-BOQUERON;6049,73;1928,1
No ;30/03/2017;PIL-SARDINA;1977,92;1579,48
No ;31/03/2017;ANE-BOQUERON;3601,82;843,78
No ;31/03/2017;PIL-SARDINA;2276,31;2107,3
No ;01/04/2017;ANE-BOQUERON;1398,9;372,81
No ;01/04/2017;PIL-SARDINA;165,83;51,66
No ;03/04/2017;ANE-BOQUERON;38581,35;8666,75
No ;03/04/2017;PIL-SARDINA;7663,11;4386,03
No ;04/04/2017;ANE-BOQUERON;23036,92;8398,25
No ;04/04/2017;PIL-SARDINA;6707,54;5228,64
No ;05/04/2017;ANE-BOQUERON;15151,74;4399,12
No ;05/04/2017;PIL-SARDINA;4916,04;3600,17
No ;06/04/2017;ANE-BOQUERON;3876,86;789,05
No ;06/04/2017;PIL-SARDINA;13775,96;7885,44
No ;07/04/2017;ANE-BOQUERON;2542,07;504,75
No ;07/04/2017;PIL-SARDINA;7814,3;5192,09
No ;08/04/2017;ANE-BOQUERON;276,83;44,45
No ;10/04/2017;ANE-BOQUERON;5821,73;901,74
No ;10/04/2017;PIL-SARDINA;17558,24;5847,98
No ;11/04/2017;ANE-BOQUERON;1578,95;254,02
No ;11/04/2017;PIL-SARDINA;25648,13;10492,46
No ;12/04/2017;ANE-BOQUERON;2655,41;552,12
No ;12/04/2017;PIL-SARDINA;15639,68;5493,8
No ;14/04/2017;PIL-SARDINA;495,95;285,24
No ;15/04/2017;ANE-BOQUERON;56,53;9,5
No ;15/04/2017;PIL-SARDINA;246,76;43,2
No ;17/04/2017;ANE-BOQUERON;761,65;120,36
No ;17/04/2017;PIL-SARDINA;33331,66;15299,81
No ;18/04/2017;ANE-BOQUERON;91,26;27,34
No ;18/04/2017;PIL-SARDINA;36171,45;22039,57
No ;19/04/2017;ANE-BOQUERON;1824,26;363,44
No ;19/04/2017;PIL-SARDINA;22497,04;15207,88
No ;20/04/2017;PIL-SARDINA;8,66;7,8
No ;24/04/2017;ANE-BOQUERON;901,75;160,7
No ;24/04/2017;PIL-SARDINA;42406,1;25150,03
No ;25/04/2017;ANE-BOQUERON;113,92;45,4
No ;25/04/2017;PIL-SARDINA;18112,6;21021,78
No ;26/04/2017;ANE-BOQUERON;24,26;7,2
No ;26/04/2017;PIL-SARDINA;7684,75;7254,21
No ;27/04/2017;ANE-BOQUERON;69,22;27,58
No ;27/04/2017;PIL-SARDINA;23249,06;11664,07
No ;28/04/2017;PIL-SARDINA;217,42;105
No ;01/05/2017;ANE-BOQUERON;2190,14;362,35
No ;01/05/2017;PIL-SARDINA;22803,62;5826,6
No ;02/05/2017;ANE-BOQUERON;15606,78;3168,55
No ;02/05/2017;PIL-SARDINA;31056,55;18487,5
No ;03/05/2017;ANE-BOQUERON;498,21;130,98
No ;03/05/2017;PIL-SARDINA;17854;18571,27
No ;04/05/2017;ANE-BOQUERON;11,86;2,98
No ;04/05/2017;PIL-SARDINA;17117,99;14619,74
No ;05/05/2017;PIL-SARDINA;20642,08;14591,78
No ;08/05/2017;ANE-BOQUERON;86,8;22,58
No ;08/05/2017;PIL-SARDINA;28589,1;18725,92
No ;09/05/2017;PIL-SARDINA;10169,12;11293,77
No ;10/05/2017;ANE-BOQUERON;3682,62;845,46
No ;10/05/2017;PIL-SARDINA;8926,08;7902,97
No ;11/05/2017;ANE-BOQUERON;2899,8;609,8
No ;11/05/2017;PIL-SARDINA;11491,56;6229,4
No ;12/05/2017;ANE-BOQUERON;2372,61;386,9
No ;12/05/2017;PIL-SARDINA;39538,87;19760,88
No ;15/05/2017;ANE-BOQUERON;3489,62;633,05
No ;15/05/2017;PIL-SARDINA;21508,53;9557,62
No ;16/05/2017;ANE-BOQUERON;5113,86;1469,77
No ;16/05/2017;PIL-SARDINA;28876,82;21294,23
No ;17/05/2017;ANE-BOQUERON;3561,97;990,35
No ;17/05/2017;PIL-SARDINA;20234,97;11498,34
No ;18/05/2017;ANE-BOQUERON;49832,81;11261,94
No ;18/05/2017;PIL-SARDINA;33901,73;23047,11
No ;19/05/2017;ANE-BOQUERON;576;96
No ;19/05/2017;PIL-SARDINA;14908,58;12431,93
No ;20/05/2017;PIL-SARDINA;204,94;213,91
No ;22/05/2017;ANE-BOQUERON;212,02;53,5
No ;22/05/2017;PIL-SARDINA;28252,76;11484,93
No ;23/05/2017;ANE-BOQUERON;1974,69;409,87
No ;23/05/2017;PIL-SARDINA;20494,08;15845,36
No ;24/05/2017;ANE-BOQUERON;18033,96;5912,61
No ;24/05/2017;PIL-SARDINA;22106,92;11114,8
No ;25/05/2017;ANE-BOQUERON;26,08;8,6
No ;25/05/2017;PIL-SARDINA;16322,44;8776,38
No ;26/05/2017;ANE-BOQUERON;3580,28;913,58
No ;26/05/2017;PIL-SARDINA;32562,31;16353,9
No ;27/05/2017;PIL-SARDINA;121,4;114,53
No ;29/05/2017;ANE-BOQUERON;4033,7;767,13
No ;29/05/2017;PIL-SARDINA;25400,26;12275,57
No ;30/05/2017;ANE-BOQUERON;13652,62;2837,7
No ;30/05/2017;PIL-SARDINA;8642,66;4524,73
No ;31/05/2017;ANE-BOQUERON;4724,37;1202,82
No ;31/05/2017;PIL-SARDINA;12713,39;8371,88
No ;01/06/2017;ANE-BOQUERON;6292,09;1972,56
No ;01/06/2017;PIL-SARDINA;19024,05;12462,13
No ;02/06/2017;ANE-BOQUERON;2571,98;526,92
No ;02/06/2017;PIL-SARDINA;22557,34;10360,84
No ;03/06/2017;ANE-BOQUERON;1058,04;267,52
No ;05/06/2017;ANE-BOQUERON;18820,51;2645,43
No ;05/06/2017;PIL-SARDINA;17913,93;7866,94
No ;06/06/2017;ANE-BOQUERON;24207,57;7181,62
No ;06/06/2017;PIL-SARDINA;16106,99;12348,65
No ;07/06/2017;ANE-BOQUERON;40690,31;11916,97
No ;07/06/2017;PIL-SARDINA;5884,13;3995,28
No ;08/06/2017;ANE-BOQUERON;236,22;45,01
No ;08/06/2017;PIL-SARDINA;19974,67;14389,3
No ;09/06/2017;ANE-BOQUERON;23230,79;6963,81
No ;09/06/2017;PIL-SARDINA;17620,98;8999,12
No ;10/06/2017;PIL-SARDINA;0;59,72
No ;12/06/2017;ANE-BOQUERON;42165,92;14455,9
No ;12/06/2017;PIL-SARDINA;14780,06;4743,99
No ;13/06/2017;ANE-BOQUERON;2972,76;813,21
No ;13/06/2017;PIL-SARDINA;23387,29;9072,3
No ;14/06/2017;ANE-BOQUERON;391,99;143,01
No ;14/06/2017;PIL-SARDINA;21603,64;16058,67
No ;15/06/2017;ANE-BOQUERON;6492,94;2052,3
No ;15/06/2017;PIL-SARDINA;25380,68;15971,56
No ;16/06/2017;ANE-BOQUERON;23619,3;10850,79
No ;16/06/2017;PIL-SARDINA;41000,12;21012,96
No ;19/06/2017;ANE-BOQUERON;21213,41;5747,06
No ;19/06/2017;PIL-SARDINA;20737,48;8805,28
No ;20/06/2017;ANE-BOQUERON;2396,57;1068,02
No ;20/06/2017;PIL-SARDINA;15848,32;5768,26
No ;21/06/2017;ANE-BOQUERON;8612,65;5660,33
No ;21/06/2017;PIL-SARDINA;14392,56;4652,16
No ;22/06/2017;ANE-BOQUERON;22,47;6,61
No ;22/06/2017;PIL-SARDINA;16175,28;5650,42
No ;23/06/2017;ANE-BOQUERON;0,33;6,66
No ;23/06/2017;PIL-SARDINA;31329,25;13049,87
No ;24/06/2017;PIL-SARDINA;0;14
No ;26/06/2017;ANE-BOQUERON;3556,52;1300,27
No ;26/06/2017;PIL-SARDINA;10094,5;3443,35
No ;27/06/2017;ANE-BOQUERON;1772,75;837,26
No ;27/06/2017;PIL-SARDINA;17013,09;7163,77
No ;28/06/2017;ANE-BOQUERON;26242,77;6115,9
No ;28/06/2017;PIL-SARDINA;1223,92;400,08
No ;29/06/2017;PIL-SARDINA;14663,63;4246,34
No ;30/06/2017;ANE-BOQUERON;30,91;3,76
No ;30/06/2017;PIL-SARDINA;37851,62;10746,51
No ;01/07/2017;PIL-SARDINA;75,91;44,55
No ;03/07/2017;ANE-BOQUERON;3945,09;1185,92
No ;03/07/2017;PIL-SARDINA;57757,18;30080,6
No ;04/07/2017;ANE-BOQUERON;27764,65;12146,89
No ;04/07/2017;PIL-SARDINA;57142,51;35799,9
No ;05/07/2017;ANE-BOQUERON;22589,46;4289,99
No ;05/07/2017;PIL-SARDINA;37998,46;25696,52
No ;06/07/2017;ANE-BOQUERON;6807,88;1734,77
No ;06/07/2017;PIL-SARDINA;70871,23;44907,79
No ;07/07/2017;ANE-BOQUERON;23285,96;4341,87
No ;07/07/2017;PIL-SARDINA;40950,04;21616,3
No ;08/07/2017;PIL-SARDINA;2198,73;1132,23
No ;10/07/2017;ANE-BOQUERON;14790,42;3015,72
No ;10/07/2017;PIL-SARDINA;64689,28;20264,14
No ;11/07/2017;ANE-BOQUERON;64546,12;19183,18
No ;11/07/2017;PIL-SARDINA;37964,47;15258,61
No ;12/07/2017;ANE-BOQUERON;74717,54;21609,53
No ;12/07/2017;PIL-SARDINA;42497,89;22340,47
No ;13/07/2017;ANE-BOQUERON;98882,93;27606,77
No ;13/07/2017;PIL-SARDINA;53998,75;28834,1
No ;14/07/2017;ANE-BOQUERON;88468,5;27867,66
No ;14/07/2017;PIL-SARDINA;73005,05;31159,7
No ;15/07/2017;ANE-BOQUERON;47,04;8
No ;15/07/2017;PIL-SARDINA;3762,5;1246,04
No ;17/07/2017;PIL-SARDINA;29203,09;9132,54
No ;18/07/2017;ANE-BOQUERON;4003;1038,22
No ;18/07/2017;PIL-SARDINA;51886,32;24602,49
No ;19/07/2017;ANE-BOQUERON;24651,19;9679,4
No ;19/07/2017;PIL-SARDINA;43002,71;23990,89
No ;20/07/2017;ANE-BOQUERON;7754,53;4050,94
No ;20/07/2017;PIL-SARDINA;43738,55;19285,7
No ;21/07/2017;ANE-BOQUERON;16466,22;6150,07
No ;21/07/2017;PIL-SARDINA;10975,5;3554,05
No ;22/07/2017;PIL-SARDINA;3764,77;1112,68
No ;24/07/2017;ANE-BOQUERON;41243,08;20985,18
No ;24/07/2017;PIL-SARDINA;43885,56;17779,52
No ;25/07/2017;ANE-BOQUERON;39927,91;15835,97
No ;25/07/2017;PIL-SARDINA;45092,38;22774,89
No ;26/07/2017;ANE-BOQUERON;33916,89;11497,84
No ;26/07/2017;PIL-SARDINA;64218,53;44007,64
No ;27/07/2017;ANE-BOQUERON;16974,5;5719,61
No ;27/07/2017;PIL-SARDINA;40804,84;18584,68
No ;28/07/2017;ANE-BOQUERON;18690,06;7933,57
No ;28/07/2017;PIL-SARDINA;57820,66;25718,83
No ;29/07/2017;PIL-SARDINA;1921,08;1571,24
No ;31/07/2017;ANE-BOQUERON;39647,63;15174,61
No ;31/07/2017;PIL-SARDINA;71238,39;29877,38
No ;01/08/2017;ANE-BOQUERON;12173,97;5177,2
No ;01/08/2017;PIL-SARDINA;56753,34;30177,59
No ;02/08/2017;ANE-BOQUERON;3372,37;1611,22
No ;02/08/2017;PIL-SARDINA;57397;37679,66
No ;03/08/2017;ANE-BOQUERON;18639,66;7591,79
No ;03/08/2017;PIL-SARDINA;34360,37;18647,96
No ;04/08/2017;ANE-BOQUERON;37682,23;21178,04
No ;04/08/2017;PIL-SARDINA;45175,28;23121,4
No ;05/08/2017;ANE-BOQUERON;1000,12;368,51
No ;05/08/2017;PIL-SARDINA;2600,52;937,58
No ;07/08/2017;ANE-BOQUERON;36636,58;17946,14
No ;07/08/2017;PIL-SARDINA;58544,5;26069,48
No ;08/08/2017;ANE-BOQUERON;27781,81;12020,88
No ;08/08/2017;PIL-SARDINA;21600,49;9363,26
No ;09/08/2017;ANE-BOQUERON;72514,26;17549,44
No ;09/08/2017;PIL-SARDINA;19463,59;5637,1
No ;10/08/2017;ANE-BOQUERON;76180,62;16052,42
No ;10/08/2017;PIL-SARDINA;94930,88;21097,89
No ;11/08/2017;ANE-BOQUERON;5020,83;802,33
No ;11/08/2017;PIL-SARDINA;25723,43;5628,73
No ;12/08/2017;ANE-BOQUERON;734,45;174,04
No ;12/08/2017;PIL-SARDINA;1607,46;408,32
No ;14/08/2017;PIL-SARDINA;9298,13;2978,04
No ;15/08/2017;ANE-BOQUERON;2671,84;550
No ;15/08/2017;PIL-SARDINA;63607,47;33897,53
No ;16/08/2017;ANE-BOQUERON;10098,29;2587,86
No ;16/08/2017;PIL-SARDINA;33451,39;14640,91
No ;17/08/2017;ANE-BOQUERON;23368,58;7633,48
No ;17/08/2017;PIL-SARDINA;42666,02;20324,85
No ;18/08/2017;ANE-BOQUERON;10236,77;4446
No ;18/08/2017;PIL-SARDINA;58873,33;34158,28
No ;21/08/2017;ANE-BOQUERON;3366,94;993,38
No ;21/08/2017;PIL-SARDINA;54336,35;19761,49
No ;22/08/2017;ANE-BOQUERON;7288,09;2561,54
No ;22/08/2017;PIL-SARDINA;81461,88;35502,52
No ;23/08/2017;ANE-BOQUERON;10529,56;3425,15
No ;23/08/2017;PIL-SARDINA;56964,42;37280,79
No ;24/08/2017;ANE-BOQUERON;4663,41;1190,98
No ;24/08/2017;PIL-SARDINA;64547,21;36495,42
No ;25/08/2017;ANE-BOQUERON;1546,99;398,96
No ;25/08/2017;PIL-SARDINA;56178,35;30895,63
No ;26/08/2017;ANE-BOQUERON;896,41;360,34
No ;26/08/2017;PIL-SARDINA;14,94;15,4
No ;28/08/2017;ANE-BOQUERON;5300,99;1299,3
No ;28/08/2017;PIL-SARDINA;75830,94;33263,71
No ;29/08/2017;ANE-BOQUERON;18120,92;10874,4
No ;29/08/2017;PIL-SARDINA;52757,62;28604,11
No ;30/08/2017;ANE-BOQUERON;22393,84;9982,35
No ;30/08/2017;PIL-SARDINA;12783,44;5308,42
No ;31/08/2017;ANE-BOQUERON;11533,32;5577,5
No ;31/08/2017;PIL-SARDINA;52085,58;30025,05
No ;01/09/2017;ANE-BOQUERON;19494,68;6860,52
No ;01/09/2017;PIL-SARDINA;14294,47;6088,58
No ;04/09/2017;ANE-BOQUERON;39847,76;12326,53
No ;04/09/2017;PIL-SARDINA;21593,11;8972,39
No ;05/09/2017;ANE-BOQUERON;2247,44;573,21
No ;05/09/2017;PIL-SARDINA;10655,21;4068,57
No ;06/09/2017;ANE-BOQUERON;20094,44;7714,76
No ;06/09/2017;PIL-SARDINA;35195,41;18640,28
No ;07/09/2017;ANE-BOQUERON;272,09;54,86
No ;07/09/2017;PIL-SARDINA;42407,71;24881,12
No ;08/09/2017;ANE-BOQUERON;3271,72;723,8
No ;08/09/2017;PIL-SARDINA;28223,34;14426,78
No ;09/09/2017;ANE-BOQUERON;302,93;43,6
No ;09/09/2017;PIL-SARDINA;287,6;100,56
No ;11/09/2017;ANE-BOQUERON;1328,78;442,83
No ;11/09/2017;PIL-SARDINA;63172,6;23821,14
No ;12/09/2017;ANE-BOQUERON;5632,86;1472,61
No ;12/09/2017;PIL-SARDINA;29876,75;11091,65
No ;13/09/2017;ANE-BOQUERON;2771,34;795,48
No ;13/09/2017;PIL-SARDINA;38114,69;17161,93
No ;14/09/2017;ANE-BOQUERON;4500,57;1089,7
No ;14/09/2017;PIL-SARDINA;31303,46;13237,18
No ;15/09/2017;ANE-BOQUERON;2774,97;705,91
No ;15/09/2017;PIL-SARDINA;27993,02;11708,68
No ;16/09/2017;ANE-BOQUERON;190,03;17,26
No ;18/09/2017;ANE-BOQUERON;15313,64;10074,61
No ;18/09/2017;PIL-SARDINA;1504,9;580,89
No ;19/09/2017;ANE-BOQUERON;6945,3;4831,06
No ;19/09/2017;PIL-SARDINA;13234,79;6203,67
No ;20/09/2017;PIL-SARDINA;1835,36;1120,49
No ;21/09/2017;ANE-BOQUERON;1309,64;888
No ;21/09/2017;PIL-SARDINA;12145,79;6403,03
No ;22/09/2017;ANE-BOQUERON;680,46;412,87
No ;22/09/2017;PIL-SARDINA;18942,69;9777,03
No ;25/09/2017;PIL-SARDINA;36068,59;18997,94
No ;26/09/2017;ANE-BOQUERON;4594,61;4098,85
No ;26/09/2017;PIL-SARDINA;15742,51;9362,11
No ;27/09/2017;ANE-BOQUERON;5254,24;10227,44
No ;27/09/2017;PIL-SARDINA;25864,93;19170,98
No ;28/09/2017;ANE-BOQUERON;2752,3;4459,4
No ;28/09/2017;PIL-SARDINA;8871,68;6916,51
No ;29/09/2017;ANE-BOQUERON;2154,15;848,95
No ;29/09/2017;PIL-SARDINA;1222,51;3168,52
No ;30/09/2017;ANE-BOQUERON;1784,6;992,45
No ;02/10/2017;ANE-BOQUERON;4313,16;3728,76
No ;02/10/2017;PIL-SARDINA;15432,82;8012,44
No ;03/10/2017;ANE-BOQUERON;9345,3;8543,3
No ;03/10/2017;PIL-SARDINA;27269,32;15414,28
No ;04/10/2017;ANE-BOQUERON;13454,1;8920,44
No ;04/10/2017;PIL-SARDINA;24941,19;18043,16
No ;05/10/2017;ANE-BOQUERON;10495,66;9577,72
No ;05/10/2017;PIL-SARDINA;21991,35;14093,36
No ;06/10/2017;ANE-BOQUERON;1529,03;1434,03
No ;06/10/2017;PIL-SARDINA;9144,71;5681,56
No ;07/10/2017;ANE-BOQUERON;1485,66;344,28
No ;09/10/2017;ANE-BOQUERON;8083,58;6080,09
No ;09/10/2017;PIL-SARDINA;23635,85;10567,44
No ;10/10/2017;ANE-BOQUERON;2001,43;511,13
No ;10/10/2017;PIL-SARDINA;35295,8;27059,52
No ;11/10/2017;ANE-BOQUERON;1181,1;1420,8
No ;11/10/2017;PIL-SARDINA;3147,36;2170,16
No ;12/10/2017;ANE-BOQUERON;9144,82;6417,73
No ;12/10/2017;PIL-SARDINA;18349,17;16996,1
No ;13/10/2017;ANE-BOQUERON;6793,53;3443,41
No ;13/10/2017;PIL-SARDINA;23845,26;14644,61
No ;16/10/2017;ANE-BOQUERON;25794,08;9969,68
No ;16/10/2017;PIL-SARDINA;42067,53;16415,11
No ;17/10/2017;ANE-BOQUERON;5107,48;3015,23
No ;17/10/2017;PIL-SARDINA;15014,96;8407,53
No ;18/10/2017;ANE-BOQUERON;2940,65;2654,55
No ;18/10/2017;PIL-SARDINA;10363,31;5756,93
No ;19/10/2017;ANE-BOQUERON;223,48;64,15
No ;19/10/2017;PIL-SARDINA;7854,99;2936,64
No ;20/10/2017;ANE-BOQUERON;827,58;158,05
No ;20/10/2017;PIL-SARDINA;19967,98;13806,16
No ;21/10/2017;ANE-BOQUERON;662,16;263,81
No ;23/10/2017;ANE-BOQUERON;9089,64;8599,89
No ;23/10/2017;PIL-SARDINA;29980,39;15505,02
No ;24/10/2017;ANE-BOQUERON;5808,84;6995,47
No ;24/10/2017;PIL-SARDINA;15533,11;13515,11
No ;25/10/2017;ANE-BOQUERON;892,22;739,66
No ;25/10/2017;PIL-SARDINA;9872,96;5998,43
No ;26/10/2017;ANE-BOQUERON;6272,94;4385,62
No ;26/10/2017;PIL-SARDINA;22170,55;12308,18
No ;27/10/2017;ANE-BOQUERON;4171,96;2907,6
No ;27/10/2017;PIL-SARDINA;20569,73;15467,04
No ;28/10/2017;ANE-BOQUERON;622,57;688,72
No ;30/10/2017;ANE-BOQUERON;5421,83;3072,32
No ;30/10/2017;PIL-SARDINA;35631,23;17542,6
No ;31/10/2017;ANE-BOQUERON;1129,12;921,8
No ;31/10/2017;PIL-SARDINA;9174,78;5453,62
No ;01/11/2017;ANE-BOQUERON;10392,4;5215,06
No ;01/11/2017;PIL-SARDINA;46771,1;41085,51
No ;02/11/2017;ANE-BOQUERON;6280,33;3062,9
No ;02/11/2017;PIL-SARDINA;33615,14;77750,78
No ;03/11/2017;ANE-BOQUERON;7096,65;9257,05
No ;03/11/2017;PIL-SARDINA;8720,69;6625,41
No ;06/11/2017;ANE-BOQUERON;2662,45;622,49
No ;06/11/2017;PIL-SARDINA;88715,13;41400,56
No ;07/11/2017;ANE-BOQUERON;22107,91;9382,38
No ;07/11/2017;PIL-SARDINA;52912,2;28004,9
No ;08/11/2017;ANE-BOQUERON;18512;11668,65
No ;08/11/2017;PIL-SARDINA;22670,65;11973,88
No ;09/11/2017;ANE-BOQUERON;8432,93;4695,81
No ;09/11/2017;PIL-SARDINA;48210,25;22079,55
No ;10/11/2017;ANE-BOQUERON;40235,04;13683,57
No ;10/11/2017;PIL-SARDINA;16475,32;11328,28
No ;11/11/2017;ANE-BOQUERON;4648,53;1318,92
No ;11/11/2017;PIL-SARDINA;19,92;8
No ;13/11/2017;ANE-BOQUERON;43439,28;11023,04
No ;13/11/2017;PIL-SARDINA;59419,84;24566,55
No ;14/11/2017;ANE-BOQUERON;43368,07;11460,77
No ;14/11/2017;PIL-SARDINA;40636,97;19912,44
No ;15/11/2017;ANE-BOQUERON;16432,78;10644,9
No ;15/11/2017;PIL-SARDINA;31474,6;20622,38
